transaction_id,date,raw_description,normalised_description,category,amount_band,region
T00972,2024-02-16,Reliance Fresh /NETBANKING,reliance fresh netbanking,Groceries,200-500,IN
T00973,2024-09-25,Pizza Hut - UPI,pizza hut upi,Dining,500-2000,IN
T00974,2024-10-08,Zara BANGALORE IN,zara bangalore in,Shopping,200-500,SG
T00975,2024-03-24,Amazon *REF 6491,amazon ref 6491,Shopping,5000+,US
T00976,2024-06-06,BookMyShow /NETBANKING,bookmyshow netbanking,Entertainment,0-200,SG
T00977,2024-03-01,More Supermarket BLR IN,more supermarket blr in,Groceries,500-2000,US
T00978,2024-01-07,PVR Cinemas,pvr cinemas,Entertainment,5000+,EU
T00979,2024-11-07,Rapido BLR IN,rapido blr in,Travel,5000+,IN
T00980,2024-08-20,MakeMyTrip - ONLINE,makemytrip online,Travel,5000+,SG
T00981,2024-05-05,H&M #0421,h&m 0421,Shopping,5000+,IN
T00982,2024-01-26,Target Groceries - UPI,target groceries upi,Groceries,5000+,US
T00983,2024-03-15,BookMyShow,bookmyshow,Entertainment,500-2000,IN
T00984,2024-06-18,Mobile Recharge BANGALORE IN,mobile recharge bangalore in,Bills,5000+,EU
T00985,2024-03-23,Starbucks #0421,starbucks 0421,Dining,2000-5000,US
T00986,2024-08-21,Target Groceries - UPI,target groceries upi,Groceries,5000+,US
T00987,2024-07-07,Service Charge #0421,service charge 0421,Others,500-2000,EU
T00988,2024-05-29,Flipkart MUMBAI IN,flipkart mumbai in,Shopping,5000+,IN
T00989,2024-09-26,IndiGo Airlines #0421,indigo airlines 0421,Travel,500-2000,EU
T00990,2024-02-25,Zara - ONLINE,zara online,Shopping,200-500,IN
T00991,2024-08-06,Pizza Hut /NETBANKING,pizza hut netbanking,Dining,5000+,EU
T00992,2024-03-07,Maintenance Charge NEW DELHI,maintenance charge new delhi,Others,5000+,EU
T00993,2024-12-28,Rapido BLR IN,rapido blr in,Travel,200-500,US
T00994,2024-08-26,DMart,dmart,Groceries,0-200,IN
T00995,2024-01-24,KFC BANGALORE IN,kfc bangalore in,Dining,2000-5000,SG
T00996,2024-11-23,Maintenance Charge NEW DELHI,maintenance charge new delhi,Others,200-500,IN
T00997,2024-06-06,Nayara Energy - POS TXN,nayara energy pos txn,Fuel,500-2000,IN
T00998,2024-02-28,Target Groceries NEW DELHI,target groceries new delhi,Groceries,500-2000,IN
T00999,2024-03-30,Maintenance Charge MUMBAI IN,maintenance charge mumbai in,Others,5000+,IN
T01000,2024-01-19,IndianOil INTL,indianoil intl,Fuel,2000-5000,SG
